state,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,month,climate_stress,agri_stress,econ_stress,total_risk
Assam,20.1,2442.2,1.3648387096774195,-69.70967741935483,0,7.258064516129032,108319.0,51.31290322580645,7.474193548387096,114.47419354838709,4798.290322580645,309205.12903225806,5.925483870967742,5.7135483870967745,10.529032258064515,59292.096774193546,2025-01,66.28787878787878,55.93434343434344,47.34848484848485,57.929292929292934
Assam,21.63214285714286,2236.7,1.292142857142857,-69.3,0,7.178571428571429,101786.0,50.03928571428571,7.453571428571428,109.28928571428571,5075.607142857143,309433.14285714284,5.966428571428572,5.795,10.978571428571428,60182.857142857145,2025-02,63.005050505050505,57.07070707070707,67.8030303030303,62.12752525252526
Assam,23.596774193548388,2467.3,0.6903225806451613,-69.40322580645162,0,7.129032258064516,322596.0,49.76451612903226,7.938709677419355,111.89032258064516,4940.548387096775,307938.87096774194,5.872903225806452,5.501612903225807,10.135483870967741,59322.54838709677,2025-03,55.93434343434344,63.38383838383839,32.70202020202021,52.73358585858587
Assam,26.576666666666664,2328.4,1.1556666666666666,-70.17333333333333,0,7.5,306118.0,49.97,7.766666666666667,104.06666666666666,4923.066666666667,310604.56666666665,5.900666666666667,5.8533333333333335,10.46,60538.566666666666,2025-04,72.22222222222221,68.18181818181817,53.661616161616166,66.16792929292929
Assam,28.77741935483871,2342.9,0.47774193548387095,-70.9483870967742,0,7.483870967741935,326805.0,49.690322580645166,7.548387096774194,109.96129032258065,5038.129032258064,309989.9032258064,5.943548387096774,5.84516129032258,10.358064516129033,61690.67741935484,2025-05,63.63636363636363,64.77272727272727,52.3989898989899,61.224747474747474
Assam,29.043333333333333,27875.8,0.8253333333333334,257.1633333333333,0,0.0,109858.0,50.05,3.6966666666666668,114.65666666666667,4995.133333333333,309806.26666666666,5.8966666666666665,5.932,10.483333333333333,59361.36666666667,2025-06,41.54040404040404,14.015151515151514,61.489898989899,36.89393939393939
Assam,28.948387096774194,29007.9,0.8048387096774193,259.68387096774194,0,0.0,111882.0,48.903225806451616,3.948387096774194,114.24516129032257,4988.806451612903,310183.6451612903,6.02483870967742,5.82258064516129,10.041935483870969,57456.74193548387,2025-07,42.676767676767675,30.681818181818183,48.10606060606061,39.83585858585859
Assam,27.216129032258067,28093.7,1.3935483870967742,248.3483870967742,0,0.0,112727.0,49.57096774193548,3.6516129032258067,108.59354838709677,4918.0,309210.5483870968,5.992903225806452,5.824516129032258,10.667741935483871,58878.290322580644,2025-08,42.04545454545455,15.277777777777779,63.76262626262626,38.10606060606061
Assam,24.35,27611.9,0.483,253.77666666666667,0,0.0,112436.0,49.36,3.92,107.32666666666667,5075.833333333333,309318.93333333335,5.92,5.780333333333333,10.336666666666668,60134.96666666667,2025-09,34.72222222222222,26.89393939393939,46.96969696969697,35.04419191919192
Assam,21.961290322580645,9023.4,1.1935483870967742,11.883870967741935,0,0.0,397110.0,47.94193548387097,3.925806451612903,106.46774193548387,4962.5161290322585,309336.4516129032,5.997096774193548,5.88,10.703225806451613,62452.1935483871,2025-10,7.954545454545454,35.60606060606061,68.56060606060606,32.78409090909091
Assam,19.983333333333334,9836.5,1.1236666666666666,26.026666666666664,0,0.0,383608.0,48.05,4.036666666666666,102.76,5060.4,308732.0,6.000666666666667,5.524,10.733333333333333,58608.833333333336,2025-11,14.393939393939394,36.994949494949495,42.55050505050505,29.343434343434343
Assam,19.629032258064516,2332.1,0.9135483870967742,-71.09032258064516,0,7.548387096774194,409269.0,51.012903225806454,7.706451612903226,107.29677419354839,4888.8387096774195,309451.2580645161,5.980967741935483,5.782903225806452,10.332258064516129,56955.45161290323,2025-12,71.5909090909091,64.14141414141415,49.74747474747475,63.52272727272727
Bihar,20.950000000000003,680.2,-6.07,271.0,0,0.0,28928.0,49.099999999999994,4.449999999999999,120.2,5311.0,200487.0,8.84,6.449999999999999,13.65,40097351.0,2024-01,24.242424242424242,38.88888888888889,98.48484848484848,47.92929292929293
Bihar,28.45,83.4,1.425,-54.5,0,5.0,27353.0,53.7,4.15,89.55000000000001,4982.0,202443.5,9.26,7.279999999999999,12.45,40488653.0,2024-03,50.252525252525245,51.13636363636363,99.4949494949495,62.87247474747474
Bihar,30.9,0.0,3.89,-100.0,0,10.0,4967.0,52.4,30.4,104.5,4992.0,203923.0,8.65,7.58,12.3,40784513.0,2024-04,97.34848484848484,99.24242424242425,99.24242424242425,98.48484848484848
Bihar,35.0,77.4,7.96,-15.5,0,0.0,18565.0,52.3,12.6,90.2,5522.0,204915.0,9.23,6.6,14.1,40983034.0,2024-05,24.747474747474747,53.40909090909091,99.36868686868688,53.43434343434343
Bihar,29.7,212.7,2.71,132.1,0,0.0,17046.0,57.9,10.5,92.8,5295.0,205913.0,8.2,7.02,16.7,41182521.0,2024-06,25.252525252525253,50.63131313131313,100.0,52.821969696969695
Bihar,31.3,275.1,4.33,200.2,0,0.0,18326.0,57.5,7.5,121.3,5585.0,206915.0,8.12,5.84,14.5,41382979.0,2024-07,46.08585858585859,43.686868686868685,96.96969696969697,57.967171717171716
Bihar,25.9,105.8,-1.06,15.4,0,0.0,19146.0,54.2,6.9,102.9,5603.0,207922.0,8.31,5.62,12.8,41584412.0,2024-08,3.9141414141414144,43.813131313131315,96.08585858585859,40.92171717171718
Bihar,24.7,0.0,-2.31,-100.0,0,10.0,12549.0,53.0,26.1,100.6,5639.0,208934.0,7.54,5.5,11.4,41786827.0,2024-09,89.39393939393939,93.43434343434343,86.36363636363636,90.05050505050505
Bihar,21.3,0.0,-5.73,-100.0,0,10.0,12459.0,48.2,25.1,114.9,5323.0,209951.0,8.25,6.07,10.2,41990226.0,2024-10,80.93434343434343,93.3080808080808,91.03535353535354,87.79040404040403
Bihar,21.2,51.4,-5.78,-43.9,0,10.0,17192.0,56.1,24.1,105.0,5789.0,210973.0,8.91,5.92,12.2,42194616.0,2024-11,54.7979797979798,87.24747474747475,96.84343434343434,76.66666666666667
Bihar,22.416129032258063,1114.9,0.72,-70.95161290322581,0,7.451612903225806,137252.0,50.05806451612903,7.580645161290323,105.33870967741936,4986.870967741936,205649.16129032258,8.594193548387098,5.772258064516129,10.796774193548387,58485.645161290326,2025-01,64.77272727272727,62.878787878787875,93.18181818181817,71.2121212121212
