state,date,month,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,year,month_num,quarter,season,climate_stress,agri_stress,econ_stress,temp_anomaly_deg_norm,rainfall_anomaly_pct_norm,drought_severity_norm,heatwave_days_norm,crop_failure_rate_pct_norm,irrigation_coverage_pct_norm,unemployment_rate_pct_norm,inflation_rate_pct_norm,poverty_rate_pct_norm,climate_risk,agriculture_risk,economic_risk,composite_risk_score,risk_category
Arunachal Pradesh,2024-11-26,2024-11,21.1,120.7,-5.92,31.7,0,0,8014.0,56.0,6.3,105.4,4362.0,316460.0,5.98,4.84,10.0,63291923.0,2024,11,4,Post-Monsoon,7.505,10.7,10.82,2.3011764705882354,2.235993208828523,0.0,0.0,1.820809248554913,5.380577427821523,4.419306184012067,2.899262899262899,5.10948905109489,1.2460920802956157,2.8887397023348957,4.204857202066305,2.5607100284520357,Low
Assam,2024-01-01,2024-01,20.4,300.3,-3.64,28.7,0,0,9405.0,54.8,8.2,113.6,5014.0,300000.0,6.29,5.78,11.2,60000000.0,2024,1,1,Winter,5.075,12.72,12.07,3.3741176470588234,2.1850594227504243,0.0,0.0,2.3699421965317913,5.5380577427821525,4.886877828054299,5.20884520884521,5.985401459854014,1.4990472385898332,3.3203768604068995,5.3679513134214725,3.103738624933716,Moderate
Assam,2024-01-31,2024-01,22.1,563.8,-1.85,141.6,0,0,12071.0,52.4,7.8,101.9,4769.0,301460.0,5.83,6.47,7.0,60292053.0,2024,1,1,Winter,8.93,12.56,12.3,4.216470588235294,4.101867572156197,0.0,0.0,2.2543352601156066,5.853018372703413,4.193061840120665,6.904176904176904,2.91970802919708,2.2846779187056825,3.3339401938919484,4.560722525514282,3.220930866723026,Moderate
Assam,2024-03-01,2024-03,22.6,276.2,-1.35,18.4,0,0,10957.0,56.1,4.1,90.4,5628.0,302928.0,5.99,6.61,9.5,60585528.0,2024,3,1,Summer,2.27,8.489999999999998,12.6,4.451764705882352,2.0101867572156196,0.0,0.0,1.1849710982658956,5.36745406824147,4.4343891402714934,7.24815724815725,4.744525547445255,1.715997203635274,2.439715989258568,5.3870673151480375,2.8870663064816178,Low
Assam,2024-03-31,2024-03,28.6,0.0,4.56,-100.0,0,10,9853.0,52.8,4.4,128.9,5098.0,304402.0,5.82,6.76,10.7,60880431.0,2024,3,1,Summer,9.56,9.12,12.58,7.232941176470588,0.0,10.0,0.0,1.2716763005780347,5.800524934383203,4.177978883861238,7.616707616707616,5.620437956204379,4.808235294117647,2.630330890719585,5.71445817903525,4.272524474157726,Moderate
Assam,2024-04-30,2024-04,26.7,0.0,2.65,-100.0,0,10,6032.0,56.3,20.5,117.8,5041.0,305884.0,5.78,6.18,12.5,61176769.0,2024,4,2,Summer,7.65,24.87,11.96,6.334117647058823,0.0,10.0,0.0,5.924855491329479,5.341207349081365,4.117647058823531,6.191646191646191,6.934306569343066,4.583529411764706,5.749761048655045,5.725677627352166,5.27724753857319,High
Assam,2024-05-30,2024-05,29.7,301.6,5.66,29.3,0,0,18196.0,62.0,3.4,146.0,4819.0,307373.0,6.69,5.91,10.4,61474550.0,2024,5,2,Summer,7.125,7.199999999999999,12.6,7.750588235294117,2.1952461799660443,0.0,0.0,0.9826589595375721,4.593175853018374,5.490196078431373,5.528255528255528,5.401459854014599,2.5962209128133424,2.0658140275818124,5.470556234832748,3.129162333487158,Moderate
Assam,2024-06-29,2024-06,27.4,602.0,3.37,158.0,0,0,13663.0,62.9,9.4,89.5,4790.0,308869.0,5.75,5.88,9.6,61773781.0,2024,6,2,Monsoon,11.27,13.11,11.63,6.672941176470588,4.380305602716469,0.0,0.0,2.7167630057803467,4.4750656167979015,4.072398190045249,5.454545454545453,4.8175182481751815,2.9823269749325876,3.244253789085613,4.747834389740786,3.515378213588196,Moderate
Assam,2024-07-29,2024-07,24.3,408.7,0.29,75.2,0,0,14155.0,50.4,1.0,79.9,4616.0,310372.0,5.88,5.06,7.6,62074468.0,2024,7,3,Monsoon,4.05,5.96,10.94,5.223529411764706,2.974533106960951,0.0,0.0,0.2890173410404624,6.115485564304462,4.268476621417799,3.4398034398034394,3.357664233576642,2.198242285029462,2.0369578080196624,3.7010903311890857,2.517504729615938,Low
Assam,2024-08-28,2024-08,25.6,328.3,1.63,40.7,0,0,14896.0,62.8,5.7,80.0,5492.0,311883.0,5.54,4.68,8.9,62376618.0,2024,8,3,Monsoon,3.665,9.42,10.22,5.854117647058823,2.3887945670628183,0.0,0.0,1.6473988439306357,4.488188976377953,3.755656108597286,2.506142506142506,4.306569343065693,2.180167781883551,2.4996358836648307,3.573621659924794,2.6403450870173097,Low
Assam,2024-09-27,2024-09,21.4,0.0,-2.64,-100.0,0,10,14358.0,58.4,24.9,77.5,5191.0,313401.0,5.64,5.0,12.0,62680240.0,2024,9,3,Monsoon,7.640000000000001,29.06,10.64,3.844705882352941,0.0,10.0,0.0,7.196531791907513,5.065616797900263,3.906485671191554,3.292383292383292,6.569343065693431,3.961176470588235,6.557257293705337,4.654255045624732,5.043074402438345,High
Assam,2024-10-27,2024-10,20.4,0.0,-3.61,-100.0,0,10,12399.0,56.4,26.5,149.1,4681.0,314927.0,5.71,5.01,10.0,62985339.0,2024,10,4,Post-Monsoon,8.61,30.86,10.72,3.388235294117647,0.0,10.0,0.0,7.658959537572254,5.328083989501313,4.012066365007541,3.3169533169533167,5.10948905109489,3.847058823529412,6.959696873150971,4.1876303907218455,5.021625032695066,High
Assam,2024-11-26,2024-11,19.7,341.0,-4.28,46.1,0,0,10726.0,52.2,3.1,87.3,5595.0,316460.0,6.24,5.32,10.5,63291923.0,2024,11,4,Post-Monsoon,6.585000000000001,7.879999999999999,11.56,3.072941176470588,2.480475382003396,0.0,0.0,0.8959537572254335,5.879265091863517,4.811463046757165,4.078624078624079,5.474452554744525,1.5123779087186657,2.3909471576168584,4.823657684112815,2.6476970896815706,Low
Bihar,2024-01-01,2024-01,22.6,368.0,-4.4,301.4,0,0,15409.0,50.8,3.3,109.4,4724.0,200000.0,8.74,6.13,14.5,40000000.0,2024,1,1,Winter,19.47,8.219999999999999,14.87,3.016470588235294,6.814940577249575,0.0,0.0,0.9537572254335258,6.062992125984253,8.582202111613876,6.068796068796068,8.394160583941606,2.798599820233696,2.4865276955987436,7.762365764083238,3.9303160625738482,Moderate
Bihar,2024-01-31,2024-01,19.3,312.2,-7.74,240.6,0,0,13519.0,47.4,5.6,131.0,5898.0,200974.0,8.94,6.77,12.8,40194702.0,2024,1,1,Winter,19.77,10.86,15.71,1.4447058823529408,5.782682512733446,0.0,0.0,1.6184971098265892,6.509186351706037,8.883861236802412,7.641277641277641,7.153284671532848,2.095981224408269,3.0857038823904235,7.905384360300633,3.894734938675114,Moderate
Bihar,2024-03-01,2024-03,27.2,83.4,0.17,-9.0,0,0,10529.0,56.4,3.8,106.7,5329.0,201952.0,8.84,7.3,14.9,40390352.0,2024,3,1,Summer,0.62,8.16,16.14,5.167058823529412,1.5449915110356538,0.0,0.0,1.098265895953757,5.328083989501313,8.733031674208144,8.943488943488942,8.686131386861314,1.755262159193049,2.3672113240180237,8.779753754420993,3.725567265688776,Moderate
Bihar,2024-03-31,2024-03,29.7,0.0,2.68,-100.0,0,10,16824.0,51.0,4.5,72.4,4635.0,202935.0,9.68,7.26,10.0,40586954.0,2024,3,1,Summer,7.68,9.4,16.939999999999998,6.3482352941176465,0.0,10.0,0.0,1.3005780346820808,6.0367454068241475,10.0,8.845208845208843,5.10948905109489,4.587058823529412,2.7214282463247006,7.941883821445864,4.772794370986876,Moderate
Bihar,2024-04-30,2024-04,30.9,0.0,3.89,-100.0,0,10,4967.0,52.4,30.4,104.5,4992.0,203923.0,8.65,7.58,12.3,40784513.0,2024,4,2,Summer,8.89,35.16,16.23,6.91764705882353,0.0,10.0,0.0,8.786127167630056,5.853018372703413,8.446455505279035,9.631449631449632,6.788321167883213,4.729411764705882,7.906194529152063,8.221606725041676,6.714334472345994,High
Bihar,2024-05-30,2024-05,35.0,77.4,7.96,-15.5,0,0,18565.0,52.3,12.6,90.2,5522.0,204915.0,9.23,6.6,14.1,40983034.0,2024,5,2,Summer,8.735,17.37,15.83,8.832941176470587,1.434634974533107,0.0,0.0,3.641618497109826,5.866141732283465,9.321266968325792,7.223587223587222,8.102189781021899,2.638625786477579,4.308975467661917,8.265286029347859,4.629913235609667,Moderate
Bihar,2024-06-29,2024-06,29.7,212.7,2.71,132.1,0,0,17046.0,57.9,10.5,92.8,5295.0,205913.0,8.2,7.02,16.7,41182521.0,2024,6,2,Monsoon,9.315,14.71,15.22,6.3623529411764705,3.940577249575552,0.0,0.0,3.0346820809248554,5.131233595800525,7.767722473604826,8.255528255528253,10.0,2.7727614101667832,3.6636475353875566,8.695361342420165,4.565221537057399,Moderate
Bihar,2024-07-29,2024-07,31.3,275.1,4.33,200.2,0,0,18326.0,57.5,7.5,121.3,5585.0,206915.0,8.12,5.84,14.5,41382979.0,2024,7,3,Monsoon,14.34,11.75,13.96,7.124705882352941,5.096774193548387,0.0,0.0,2.1676300578034677,5.183727034120735,7.647058823529411,5.3562653562653555,8.394160583941606,3.3102087286527517,3.0724591506986476,7.221306399494463,4.204770794079243,Moderate
Bihar,2024-08-28,2024-08,25.9,105.8,-1.06,15.4,0,0,19146.0,54.2,6.9,102.9,5603.0,207922.0,8.31,5.62,12.8,41584412.0,2024,8,3,Monsoon,1.83,11.48,13.93,4.588235294117647,1.9592529711375213,0.0,0.0,1.9942196531791907,5.616797900262467,7.933634992458522,4.815724815724815,7.153284671532848,1.7348347148706682,3.0809931273041737,6.725139327114424,3.4535663122833338,Moderate
Bihar,2024-09-27,2024-09,24.7,0.0,-2.31,-100.0,0,10,12549.0,53.0,26.1,100.6,5639.0,208934.0,7.54,5.5,11.4,41786827.0,2024,9,3,Monsoon,7.31,30.8,13.04,4.0,0.0,10.0,0.0,7.5433526011560685,5.774278215223098,6.772247360482655,4.52088452088452,6.131386861313869,4.0,7.0126302853761775,5.8725373338941385,5.522554933355197,High
Bihar,2024-10-27,2024-10,21.3,0.0,-5.73,-100.0,0,10,12459.0,48.2,25.1,114.9,5323.0,209951.0,8.25,6.07,10.2,41990226.0,2024,10,4,Post-Monsoon,10.73,30.28,14.32,2.3905882352941172,0.0,10.0,0.0,7.254335260115607,6.404199475065616,7.843137254901961,5.9213759213759225,5.255474452554743,3.5976470588235294,6.999294524600609,6.360926874022622,5.47904362564528,High
Bihar,2024-11-26,2024-11,21.2,51.4,-5.78,-43.9,0,10,17192.0,56.1,24.1,105.0,5789.0,210973.0,8.91,5.92,12.2,42194616.0,2024,11,4,Post-Monsoon,7.975,28.49,14.83,2.3670588235294114,0.9524617996604414,10.0,0.0,6.965317919075144,5.36745406824147,8.838612368024133,5.552825552825553,6.7153284671532845,3.877503245780485,6.485958763825041,7.1097269581597615,5.598518605190899,High
Chhattisgarh,2024-01-01,2024-01,23.3,270.1,-3.74,194.6,0,0,11771.0,58.0,5.8,103.7,4777.0,300000.0,6.4,5.9,10.1,60000000.0,2024,1,1,Winter,13.47,10.0,12.3,3.327058823529412,5.00169779286927,0.0,0.0,1.6763005780346818,5.118110236220473,5.0527903469079956,5.503685503685505,5.182481751824817,2.332274043743134,2.7088434754904194,5.233450885662135,3.1893675553344343,Moderate
Chhattisgarh,2024-01-31,2024-01,24.5,232.8,-2.49,154.0,0,0,12466.0,49.9,8.2,102.7,4650.0,301460.0,6.48,6.2,7.8,60292053.0,2024,1,1,Winter,10.19,13.21,12.68,3.9152941176470586,4.312393887945671,0.0,0.0,2.3699421965317913,6.181102362204725,5.17345399698341,6.240786240786241,3.503649635036496,2.272541695795466,3.5132902462336713,4.90922214344284,3.365973800360681,Moderate
Chhattisgarh,2024-03-01,2024-03,24.2,80.1,-2.83,-12.6,0,0,14868.0,52.2,0.4,107.5,5783.0,302928.0,5.46,6.42,14.9,60585528.0,2024,3,1,Summer,3.46,5.18,11.88,3.7552941176470584,1.4838709677419355,0.0,0.0,0.11560693641618497,5.879265091863517,3.63499245852187,6.781326781326781,8.686131386861314,1.3839848197343452,1.8447043830503846,6.3467913802821485,2.78593830703191,Low
Chhattisgarh,2024-03-31,2024-03,28.8,0.0,1.81,-100.0,0,10,11842.0,64.4,3.3,71.0,3901.0,304402.0,6.62,6.39,6.4,60880431.0,2024,3,1,Summer,6.8100000000000005,6.859999999999999,13.01,5.938823529411764,0.0,10.0,0.0,0.9537572254335258,4.278215223097113,5.384615384615385,6.707616707616706,2.4817518248175188,4.484705882352941,1.951094624732602,4.765513535586528,3.668143855494219,Moderate
Chhattisgarh,2024-04-30,2024-04,31.0,0.0,4.01,-100.0,0,10,5440.0,49.9,23.5,114.2,5122.0,305884.0,6.24,6.83,10.1,61176769.0,2024,4,2,Summer,9.01,28.51,13.07,6.974117647058823,0.0,10.0,0.0,6.791907514450866,6.181102362204725,4.811463046757165,7.788697788697787,5.182481751824817,4.7435294117647056,6.608665968777023,5.83449001611303,5.669067357806098,High
Chhattisgarh,2024-05-30,2024-05,35.8,96.5,8.77,5.2,0,0,13308.0,59.4,1.2,113.0,4950.0,307373.0,5.87,6.26,9.7,61474550.0,2024,5,2,Summer,9.03,5.260000000000001,12.13,9.214117647058824,1.7860780984719864,0.0,0.0,0.34682080924855485,4.934383202099738,4.253393665158372,6.388206388206388,4.890510948905108,2.839352841306302,1.72308952710391,5.116828531384134,3.018029603854923,Moderate
Chhattisgarh,2024-06-29,2024-06,31.8,244.8,4.85,167.1,0,0,20540.0,47.4,1.8,86.2,4977.0,308869.0,6.04,5.13,8.5,61773781.0,2024,6,2,Monsoon,13.205,7.06,11.17,7.369411764705882,4.534804753820033,0.0,0.0,0.5202312138728323,6.509186351706037,4.509803921568627,3.611793611793612,4.014598540145986,3.202794367322481,2.3169177552227938,4.067078945138198,3.1088086975415203,Moderate
Chhattisgarh,2024-07-29,2024-07,25.7,248.4,-1.34,171.0,0,0,15730.0,56.8,4.3,75.0,5722.0,310372.0,5.57,5.35,15.0,62074468.0,2024,7,3,Monsoon,9.89,8.620000000000001,10.92,4.456470588235294,4.601018675721562,0.0,0.0,1.2427745664739882,5.275590551181103,3.8009049773755663,4.152334152334152,8.75912408759124,2.4944232497752923,2.4526193618861223,5.6417104184386275,3.2666136811799165,Moderate
Chhattisgarh,2024-08-28,2024-08,27.1,159.4,0.12,73.9,0,0,14754.0,56.7,8.4,109.1,5285.0,311883.0,6.18,4.84,10.8,62376618.0,2024,8,3,Monsoon,3.815,12.73,11.02,5.143529411764706,2.9524617996604414,0.0,0.0,2.4277456647398843,5.288713910761155,4.7209653092006025,2.899262899262899,5.693430656934307,2.171620892839309,3.2860361385462653,4.514817457926088,3.1474653701084385,Moderate
Chhattisgarh,2024-09-27,2024-09,24.1,0.0,-2.88,-100.0,0,10,16343.0,61.6,26.9,103.9,5355.0,313401.0,6.24,4.93,10.2,62680240.0,2024,9,3,Monsoon,7.88,30.74,11.17,3.7317647058823527,0.0,10.0,0.0,7.774566473988438,4.645669291338582,4.811463046757165,3.1203931203931194,5.255474452554743,3.932941176470588,6.8358973191934815,4.459546060877104,5.08062704752523,High
Chhattisgarh,2024-10-27,2024-10,22.6,0.0,-4.4,-100.0,0,10,11785.0,51.6,29.3,136.0,4980.0,314927.0,7.03,4.59,9.9,62985339.0,2024,10,4,Post-Monsoon,9.4,34.14,11.62,3.016470588235294,0.0,10.0,0.0,8.468208092485549,5.958005249343832,6.003016591251885,2.285012285012284,5.036496350364963,3.7541176470588233,7.7151472395430325,4.5493332150695815,5.339281896430986,High
Chhattisgarh,2024-11-26,2024-11,24.3,112.3,-2.71,22.6,0,0,8566.0,51.6,5.4,116.8,4674.0,316460.0,5.54,5.47,7.2,63291923.0,2024,11,4,Post-Monsoon,3.84,10.24,11.01,3.8117647058823527,2.0814940577249574,0.0,0.0,1.560693641618497,5.958005249343832,3.755656108597286,4.447174447174447,3.065693430656934,1.5773893937880754,2.8798871239360975,3.721624672891311,2.569322419115692,Low
Goa,2024-01-01,2024-01,25.3,413.9,-2.75,98.7,0,0,10929.0,52.7,0.0,51.5,4208.0,300000.0,5.79,5.71,11.0,60000000.0,2024,1,1,Winter,7.685,4.73,11.5,3.7929411764705883,3.373514431239389,0.0,0.0,0.0,5.813648293963254,4.132730015082956,5.036855036855037,5.839416058394161,1.9602896234894638,1.7440944881889762,5.001307636773502,2.6448758294553025,Low
Goa,2024-01-31,2024-01,28.3,329.8,0.31,58.3,0,0,13825.0,57.1,7.4,80.7,4976.0,301460.0,6.46,5.93,9.1,60292053.0,2024,1,1,Winter,3.225,11.69,12.39,5.232941176470588,2.6876061120543295,0.0,0.0,2.138728323699422,5.236220472440945,5.1432880844645545,5.577395577395576,4.452554744525548,2.114517127733946,3.067975968321879,5.031763663365208,3.1775393558475375,Moderate
