state,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,climate_stress,agri_stress,econ_stress,total_risk,month
Andaman and Nicobar Islands,26.136666666666667,8236.6,1.218,22.59333333333333,0,0.0,235120.0,49.66,3.9633333333333334,106.4,4865.5,167745.0,7.060666666666666,5.849333333333333,10.373333333333333,61053.6,3.942,4.101666666666667,12.147,20.190666666666665,2025-11
Andaman and Nicobar Islands,24.641935483870967,2028.8,1.6054838709677421,-70.78064516129032,0,7.225806451612903,241930.0,50.99354838709677,7.770967741935484,108.63870967741936,4907.4838709677415,167186.61290322582,7.1658064516129025,5.656451612903226,10.52258064516129,58501.22580645161,10.156774193548388,9.173870967741935,12.129999999999999,31.460645161290323,2025-12
Andhra Pradesh,22.467741935483872,968.8,1.4609677419354838,-69.69354838709677,0,7.903225806451613,117747.0,50.73548387096774,7.97741935483871,105.0741935483871,5120.806451612903,310130.3870967742,6.120645161290323,5.812903225806451,10.758064516129032,56813.8064516129,10.32,9.609354838709677,11.581612903225805,31.51096774193548,2025-01
Andhra Pradesh,24.582142857142856,876.5,1.0332142857142856,-69.62142857142858,0,7.214285714285714,102822.0,49.707142857142856,7.389285714285714,114.4,5004.821428571428,308805.10714285716,5.975714285714285,5.843928571428571,10.557142857142859,58594.17857142857,9.616428571428571,9.0775,11.439285714285715,30.13321428571429,2025-02
Andhra Pradesh,26.74516129032258,942.1,0.6200000000000001,-70.50645161290322,0,7.129032258064516,315924.0,48.84838709677419,7.670967741935484,108.0741935483871,4889.612903225807,309031.87096774194,6.062903225806451,5.771935483870968,10.864516129032259,59355.12903225807,9.273870967741935,9.191935483870967,11.543225806451613,30.009032258064515,2025-03
Andhra Pradesh,29.163333333333334,969.5,1.6340000000000001,-68.64,0,7.366666666666666,322108.0,49.14666666666667,7.713333333333334,105.60666666666665,5010.5,309702.43333333335,6.03,5.788666666666667,10.360000000000001,62162.46666666667,10.144,9.312000000000001,11.380666666666666,30.83666666666667,2025-04
Andhra Pradesh,31.845161290322583,1010.9,1.3241935483870966,-68.36129032258064,0,7.161290322580645,320276.0,50.92580645161291,7.783870967741936,107.17096774193548,5049.903225806452,310202.87096774194,6.034193548387097,5.735483870967743,10.783870967741937,58962.67741935484,9.769677419354839,9.146129032258063,11.475483870967743,30.391290322580645,2025-05
Andhra Pradesh,31.93,11005.3,0.988,255.92666666666668,0,0.0,109649.0,50.25,3.8400000000000003,103.47333333333333,5140.2,309816.0,6.010666666666666,5.349333333333333,10.756666666666666,58655.23333333333,15.285666666666666,4.021333333333334,11.177,30.483999999999998,2025-06
Andhra Pradesh,31.47741935483871,10808.7,0.9903225806451613,238.3032258064516,0,0.0,111640.0,50.91290322580645,4.15483870967742,109.01612903225806,4950.741935483871,310061.22580645164,6.061935483870968,5.573548387096774,10.44516129032258,62124.1935483871,14.40741935483871,4.119032258064516,11.278709677419354,29.80516129032258,2025-07
Andhra Pradesh,30.051612903225806,11117.4,0.9035483870967742,247.9516129032258,0,0.0,114259.0,51.03548387096774,3.9129032258064513,117.0,5011.419354838709,310133.5806451613,6.097096774193548,5.787096774193548,10.338709677419354,53834.93548387097,14.817096774193548,4.013225806451612,11.419354838709678,30.24967741935484,2025-08
Andhra Pradesh,27.953333333333333,11351.0,1.7926666666666666,267.11,0,0.0,109122.0,50.8,3.9866666666666664,111.29666666666667,4975.466666666666,310433.23333333334,6.043666666666667,5.849333333333333,10.236666666666668,59219.333333333336,16.516666666666666,4.056,11.396666666666667,31.96933333333333,2025-09
Andhra Pradesh,25.203225806451613,3740.6,1.0748387096774195,17.074193548387097,0,0.0,405803.0,51.167741935483875,4.132258064516129,109.78709677419356,4996.193548387097,309969.32258064515,6.033870967741936,5.862580645161291,10.751612903225807,61939.3870967742,3.534838709677419,4.094516129032258,11.55258064516129,19.181935483870966,2025-10
Andhra Pradesh,23.34333333333333,3758.2999999999997,1.027,21.55666666666667,0,0.0,389871.0,49.263333333333335,4.0200000000000005,111.52666666666667,5072.033333333334,308538.1,6.079666666666667,5.362333333333334,10.516666666666667,59603.63333333333,3.6943333333333332,4.143666666666666,11.163333333333332,19.00133333333333,2025-11
Andhra Pradesh,22.432258064516127,987.8,1.275806451612903,-69.08709677419354,0,7.451612903225806,400817.0,52.94193548387097,7.464516129032258,108.87096774193549,4996.451612903225,309761.7419354839,6.089354838709678,5.655483870967742,10.796774193548387,60213.096774193546,9.910967741935485,9.06516129032258,11.462258064516128,30.438387096774193,2025-12
Arunachal Pradesh,22.651612903225807,978.3000000000001,1.2999999999999998,-70.06451612903226,0,7.483870967741935,125274.0,49.74516129032258,7.787096774193548,109.49032258064516,5131.387096774193,309796.22580645164,6.050645161290323,5.78,10.674193548387096,57231.709677419356,9.995161290322581,9.36774193548387,11.483870967741936,30.846774193548388,2025-01
Arunachal Pradesh,23.571428571428573,860.0,0.9567857142857142,-70.84285714285714,0,7.5,113695.0,49.49285714285714,7.771428571428571,104.65,5050.25,309130.0,6.0996428571428565,5.722857142857143,10.235714285714286,56577.21428571428,9.755714285714287,9.387142857142857,11.348571428571429,30.491428571428575,2025-02
Arunachal Pradesh,25.86774193548387,969.2,1.4361290322580647,-70.33225806451614,0,7.612903225806452,362934.0,51.4483870967742,7.648387096774194,108.91290322580646,4877.548387096775,309242.51612903224,6.080645161290323,5.9070967741935485,10.95483870967742,57991.354838709674,10.185161290322581,9.294193548387097,11.677741935483871,31.157096774193548,2025-03
Arunachal Pradesh,28.63,1002.3,1.457,-68.28,0,7.466666666666667,354130.0,50.473333333333336,7.786666666666666,105.46000000000001,4997.733333333334,309703.13333333336,6.022333333333333,5.696666666666667,9.926666666666668,61122.933333333334,10.029333333333334,9.323666666666666,11.181999999999999,30.535,2025-04
Arunachal Pradesh,30.845161290322583,947.9,0.824516129032258,-70.98387096774194,0,7.161290322580645,358443.0,51.041935483870965,7.761290322580645,111.69999999999999,4988.096774193548,308882.03225806454,6.128387096774193,5.645806451612904,10.5,61173.354838709674,9.484516129032258,9.134516129032258,11.389999999999999,30.009032258064515,2025-05
Arunachal Pradesh,31.88,11078.9,1.0886666666666664,250.40666666666667,0,0.0,118492.0,49.95333333333333,3.95,107.78333333333333,4940.3,310409.3,6.103,5.852,10.676666666666668,60195.066666666666,15.094,4.084,11.571666666666665,30.749666666666663,2025-06
Arunachal Pradesh,31.13225806451613,11186.8,1.2296774193548385,242.39999999999998,0,0.0,132340.0,49.23548387096774,3.932258064516129,113.41612903225807,5147.129032258064,310777.7419354839,6.04741935483871,5.785483870967742,10.387096774193548,60331.06451612903,14.810967741935483,4.110645161290323,11.398709677419355,30.32032258064516,2025-07
Arunachal Pradesh,29.19677419354839,12102.7,0.6190322580645161,270.4516129032258,0,0.0,129130.0,48.041935483870965,4.087096774193548,105.66451612903225,5067.451612903225,308629.29032258067,6.131290322580645,5.977096774193548,10.451612903225806,58705.354838709674,15.70516129032258,4.233870967741935,11.613548387096774,31.55258064516129,2025-08
Arunachal Pradesh,26.273333333333333,10990.1,0.5883333333333333,247.59666666666666,0,0.0,126550.0,49.556666666666665,3.9166666666666665,107.28,5005.1,310324.4666666667,6.1419999999999995,5.830666666666667,10.236666666666668,57808.8,14.536666666666667,4.087666666666666,11.450999999999999,30.075333333333333,2025-09
Arunachal Pradesh,24.016129032258064,4194.8,1.5274193548387098,28.38064516129032,0,0.0,452070.0,51.41935483870968,4.083870967741936,107.01935483870967,4872.225806451613,309199.96774193546,6.126774193548387,5.8674193548387095,10.667741935483871,61661.1935483871,4.468709677419355,4.063548387096774,11.598064516129034,20.130322580645164,2025-10
Arunachal Pradesh,22.043333333333333,3895.0,0.7929999999999999,23.2,0,0.0,431259.0,49.71666666666667,4.053333333333333,109.51333333333334,5010.666666666667,309610.5,6.15,5.910333333333333,10.506666666666666,59375.566666666666,3.6326666666666667,4.136666666666667,11.593333333333334,19.36266666666667,2025-11
Arunachal Pradesh,21.283870967741933,1011.1,1.3825806451612903,-69.05806451612904,0,8.03225806451613,454645.0,50.309677419354834,7.883870967741935,107.18709677419353,5015.451612903225,309478.29032258067,6.186774193548387,6.119677419354839,10.506451612903225,59976.45161290323,10.287096774193548,9.652903225806451,11.768064516129032,31.708064516129028,2025-12
Assam,19.82903225806452,2320.3,1.0067741935483872,-71.2290322580645,0,6.870967741935484,114552.0,50.21290322580645,7.445161290322581,107.66451612903225,5117.612903225807,309317.12903225806,5.962580645161291,5.677741935483871,10.32258064516129,60524.32258064516,9.50290322580645,8.902258064516129,11.247741935483871,29.652903225806455,2025-01
Assam,22.407142857142855,2133.2,1.2853571428571429,-70.70714285714286,0,7.821428571428571,103004.0,50.589285714285715,8.082142857142857,117.0,5043.607142857143,309154.0,5.951071428571429,5.647142857142858,10.842857142857143,58265.642857142855,10.185714285714285,9.614642857142856,11.37142857142857,31.17178571428571,2025-02
Assam,23.59032258064516,2372.3,1.1303225806451613,-70.58064516129032,0,7.612903225806452,325184.0,48.722580645161294,7.803225806451613,109.33548387096775,4842.032258064516,309496.7419354839,5.860645161290323,5.867741935483871,10.864516129032259,60634.32258064516,9.945483870967742,9.490322580645161,11.46967741935484,30.905483870967743,2025-03
Assam,25.94333333333333,2320.2,0.6813333333333332,-70.27,0,7.566666666666666,307284.0,49.06333333333334,7.716666666666667,115.06666666666666,5158.666666666667,309027.36666666664,5.938,5.633666666666667,10.683333333333334,60424.46666666667,9.531333333333333,9.416333333333334,11.305333333333333,30.253,2025-04
Assam,28.567741935483873,2440.2,1.1651612903225805,-69.74516129032257,0,7.548387096774194,322426.0,50.122580645161285,7.716129032258064,109.44516129032257,5092.193548387097,310350.8387096774,5.929354838709678,5.945806451612903,10.438709677419356,60399.645161290326,9.89806451612903,9.353870967741937,11.446129032258064,30.69806451612903,2025-05
Assam,29.25,26377.5,0.7806666666666667,237.9633333333333,0,0.0,111206.0,50.7,4.213333333333334,110.47,4952.533333333334,309694.9,5.975666666666667,5.747333333333333,10.020000000000001,59970.666666666664,14.215,4.152,11.209666666666667,29.576666666666668,2025-06
Assam,28.780645161290323,26600.3,0.9116129032258063,229.82258064516128,0,0.0,112234.0,49.6741935483871,4.077419354838709,106.64838709677419,5014.677419354839,308582.2580645161,5.853548387096774,5.776451612903226,10.358064516129033,62055.67741935484,13.916774193548388,4.1493548387096775,11.244838709677419,29.310967741935485,2025-07
Assam,26.62258064516129,27764.8,0.48064516129032253,244.26774193548388,0,0.0,111608.0,50.57741935483871,3.8419354838709676,110.40967741935484,5034.580645161291,309243.77419354836,5.941290322580645,5.742580645161291,10.341935483870968,58673.16129032258,14.280645161290321,4.008709677419355,11.280645161290321,29.57,2025-08
Assam,24.573333333333334,27301.4,0.8993333333333333,249.8,0,0.0,112138.0,50.36,3.87,111.11666666666666,5035.2,310917.93333333335,5.939333333333334,5.785,10.639999999999999,58868.03333333333,14.908,4.026333333333333,11.395666666666667,30.33,2025-09
Assam,21.967741935483872,9502.6,0.932258064516129,17.835483870967742,0,0.0,403895.0,50.20645161290323,4.003225806451613,115.0516129032258,5208.903225806452,309838.0967741936,5.908709677419354,5.719354838709678,10.209677419354838,56256.54838709677,3.6070967741935482,4.09,11.202258064516128,18.899354838709677,2025-10
Assam,19.836666666666666,8843.2,1.066,13.3,0,0.0,383482.0,49.7,4.319999999999999,107.48,4898.966666666666,308629.9666666667,5.840333333333334,5.678333333333333,10.353333333333333,62458.03333333333,3.4866666666666664,4.242333333333333,11.170666666666667,18.89966666666667,2025-11
Assam,19.26451612903226,2497.1,0.7293548387096774,-69.03548387096774,0,7.516129032258065,390045.0,48.938709677419354,7.664516129032258,102.07096774193548,5032.1612903225805,310741.06451612903,6.021935483870968,5.654516129032258,11.12258064516129,59171.354838709674,9.483548387096775,9.379677419354838,11.511935483870968,30.37516129032258,2025-12
Bihar,21.783870967741933,1135.2,0.5280645161290323,-70.4258064516129,0,7.67741935483871,139130.0,48.251612903225805,7.725806451612903,111.09354838709677,5115.387096774193,205997.1935483871,8.563548387096775,5.795806451612902,10.167741935483871,57062.3870967742,9.466129032258063,9.51741935483871,13.101612903225806,32.08516129032258,2025-01
Bihar,23.832142857142856,1048.4,0.7253571428571428,-69.76428571428572,0,6.928571428571429,124637.0,50.09285714285714,7.410714285714286,109.27857142857144,4958.25,206257.64285714287,8.599642857142857,5.6032142857142855,11.092857142857143,60478.42857142857,9.223571428571429,8.926428571428572,13.271785714285715,31.42178571428571,2025-02
Bihar,26.24516129032258,1198.1000000000001,0.7380645161290322,-68.79677419354839,0,7.387096774193548,378135.0,48.961290322580645,7.787096774193548,106.5516129032258,4994.419354838709,206869.16129032258,8.56258064516129,5.648387096774194,10.729032258064517,59261.77419354839,9.41451612903226,9.36516129032258,13.166774193548388,31.94645161290323,2025-03
Bihar,29.163333333333334,1112.3,1.393,-70.06666666666666,0,7.433333333333334,364725.0,49.25333333333333,7.983333333333333,106.37666666666668,5077.0,205465.23333333334,8.511,5.602666666666666,10.656666666666666,59103.566666666666,10.047666666666666,9.446333333333333,13.074666666666667,32.568666666666665,2025-04
Bihar,31.032258064516128,1170.0,1.0887096774193548,-69.54193548387097,0,7.354838709677419,395808.0,50.10322580645161,7.609677419354839,108.46451612903226,5145.0,207273.38709677418,8.57,5.687741935483871,10.399999999999999,59553.77419354839,9.727741935483872,9.214516129032257,13.10225806451613,32.04451612903226,2025-05
Bihar,31.833333333333332,12766.4,0.8993333333333333,243.64333333333335,0,0.0,137020.0,50.943333333333335,3.47,105.32666666666667,4992.866666666667,206330.66666666666,8.613,5.694999999999999,10.906666666666666,58814.1,14.598,3.8396666666666666,13.289666666666667,31.727333333333334,2025-06
Bihar,31.219354838709677,13459.2,1.367741935483871,250.59032258064516,0,0.0,135964.0,49.274193548387096,3.8451612903225807,107.0741935483871,4954.032258064516,206306.32258064515,8.728709677419355,5.750322580645161,10.648387096774194,62852.645161290326,15.336774193548386,4.073548387096774,13.33258064516129,32.74290322580645,2025-07
Bihar,29.83225806451613,14067.7,0.8596774193548387,266.43870967741935,0,0.0,136961.0,48.403225806451616,4.083870967741936,111.29032258064517,4825.903225806452,206675.96774193548,8.561612903225807,5.569677419354838,10.361290322580645,59275.12903225807,15.705483870967742,4.2135483870967745,12.997741935483871,32.916774193548385,2025-08
Bihar,27.353333333333335,12649.6,0.871,240.5,0,0.0,129120.0,52.223333333333336,4.066666666666666,105.76666666666667,4932.933333333333,206524.6,8.629999999999999,5.721666666666667,10.206666666666667,60398.833333333336,14.417,4.016666666666667,13.105666666666668,31.539333333333335,2025-09
Bihar,24.5258064516129,4698.2,0.4841935483870968,22.39032258064516,0,0.0,476396.0,50.512903225806454,3.903225806451613,111.03225806451613,4887.322580645161,206563.1935483871,8.611290322580645,5.476774193548387,10.603225806451613,62650.096774193546,3.3548387096774195,4.03483870967742,13.041935483870969,20.43161290322581,2025-10
Bihar,22.65,4178.8,1.242,12.483333333333333,0,0.0,453073.0,51.980000000000004,3.6733333333333333,114.21000000000001,5173.466666666666,207241.43333333332,8.642666666666665,6.042,10.393333333333334,57394.1,3.673,3.8699999999999997,13.398666666666665,20.941666666666663,2025-11
Bihar,21.887096774193548,1138.6,0.86,-70.33870967741936,0,7.806451612903226,465132.0,48.983870967741936,7.529032258064516,107.61612903225806,4959.322580645161,206357.5483870968,8.636451612903226,5.671612903225806,10.66451612903226,60801.032258064515,9.803225806451612,9.464193548387096,13.213870967741935,32.48129032258064,2025-12
Chandigarh,16.006451612903227,1836.4,1.134516129032258,-68.47096774193548,0,7.838709677419355,42913.0,48.458064516129035,8.012903225806452,107.66774193548386,5050.612903225807,138248.5806451613,8.440645161290323,5.587096774193548,10.425806451612903,58283.32258064516,9.95483870967742,9.703225806451613,12.948709677419355,32.60677419354839,2025-01
Chandigarh,17.567857142857143,1562.8,0.9282142857142857,-70.3,0,7.321428571428571,40185.0,51.50714285714286,7.5249999999999995,109.60714285714286,4841.535714285715,138133.17857142858,8.38642857142857,5.840357142857143,10.939285714285715,59279.28571428572,9.615714285714287,9.092142857142857,13.240714285714287,31.94857142857143,2025-02
Chandigarh,19.58709677419355,1765.6,1.1696774193548387,-69.69677419354838,0,7.645161290322581,126169.0,49.803225806451614,7.741935483870968,104.74193548387096,5053.354838709677,138618.35483870967,8.413548387096775,5.854838709677419,10.958064516129031,60370.290322580644,9.948387096774193,9.431612903225806,13.274193548387096,32.6541935483871,2025-03
Chandigarh,22.396666666666665,1796.9,1.4289999999999998,-68.12666666666667,0,7.4,122877.0,49.376666666666665,7.87,112.8,5003.7,138049.43333333332,8.343333333333332,5.870333333333334,10.26,60093.566666666666,9.963,9.378333333333334,13.028666666666668,32.37,2025-04
Chandigarh,24.419354838709676,1768.3999999999999,1.1970967741935483,-69.64193548387097,0,7.290322580645161,123034.0,49.751612903225805,7.432258064516129,109.50322580645161,4985.419354838709,137741.8064516129,8.452580645161289,5.690967741935483,10.787096774193548,60524.93548387097,9.791612903225808,9.128064516129033,13.136129032258065,32.05580645161291,2025-05
Chandigarh,25.029999999999998,19662.4,0.8173333333333334,248.84,0,0.0,41296.0,48.45,3.89,116.57,5048.433333333333,137876.96666666667,8.458333333333334,5.620666666666667,10.33,59356.933333333334,14.789,4.135,12.954666666666666,31.878666666666668,2025-06
Chandigarh,24.648387096774194,20220.0,1.3412903225806452,247.1516129032258,0,0.0,42583.0,51.78064516129032,4.061290322580645,106.02903225806452,5002.4838709677415,137781.09677419355,8.338709677419354,5.720967741935484,10.600000000000001,59878.83870967742,15.143225806451612,4.0361290322580645,13.019032258064515,32.19838709677419,2025-07
Chandigarh,22.929032258064513,19774.6,1.1212903225806452,239.51290322580644,0,0.0,43239.0,51.68387096774194,3.948387096774194,105.53548387096774,4988.0,137692.90322580645,8.369032258064516,5.7054838709677425,10.441935483870967,59084.06451612903,14.577419354838709,3.9935483870967743,12.985806451612904,31.556774193548385,2025-08
Chandigarh,20.956666666666667,20235.7,0.5846666666666667,259.0,0,0.0,40758.0,50.763333333333335,4.183333333333334,113.15666666666667,4991.066666666667,137763.3,8.444333333333335,5.676,10.25,63233.53333333333,15.104666666666667,4.133666666666667,12.958333333333334,32.196666666666665,2025-09
Chandigarh,18.451612903225808,7172.0,1.0893548387096774,23.138709677419353,0,0.0,157188.0,49.9741935483871,3.9193548387096775,113.9,4977.741935483871,138129.67741935485,8.38774193548387,5.640645161290322,10.758064516129032,61975.3870967742,3.8103225806451615,4.067096774193549,13.047741935483872,20.92516129032258,2025-10
Chandigarh,17.426666666666666,6782.8,1.0516666666666667,20.33,0,0.0,145907.0,50.690000000000005,4.17,109.84333333333333,5109.333333333333,138094.23333333334,8.354666666666667,5.975666666666667,10.353333333333333,60350.566666666666,3.752666666666667,4.133666666666667,13.137,21.023333333333333,2025-11
Chandigarh,15.761290322580646,1678.3,1.0070967741935484,-71.18387096774192,0,7.967741935483871,152623.0,48.54516129032258,8.190322580645162,112.01290322580645,5087.129032258064,137733.16129032258,8.533225806451613,5.981935483870967,10.474193548387097,59880.67741935484,10.049354838709677,9.83258064516129,13.301612903225807,33.18354838709678,2025-12
Chhattisgarh,22.748387096774195,1131.8,1.0729032258064515,-69.66774193548386,0,7.483870967741935,116156.0,50.60322580645161,7.922580645161291,109.83548387096775,4991.548387096775,309197.3870967742,6.217741935483871,5.8587096774193546,10.325806451612904,60309.1935483871,9.786129032258065,9.38225806451613,11.55225806451613,30.720645161290328,2025-01
Chhattisgarh,24.307142857142857,1049.1,0.8875000000000001,-68.86785714285715,0,7.571428571428571,108812.0,49.332142857142856,7.553571428571429,110.125,4994.285714285715,310221.71428571426,6.0775,5.587142857142857,10.450000000000001,59296.07142857143,9.635,9.340714285714286,11.301785714285714,30.2775,2025-02
Chhattisgarh,26.812903225806455,1109.5,0.8316129032258065,-70.2741935483871,0,7.774193548387097,335995.0,49.60645161290322,8.025806451612903,109.78387096774195,4923.4838709677415,309175.48387096776,6.146129032258065,5.715483870967742,10.33548387096774,60445.32258064516,9.76,9.615806451612903,11.404838709677419,30.780645161290323,2025-03
Chhattisgarh,29.220000000000002,1080.9,1.5923333333333334,-70.07666666666667,0,7.5,333822.0,50.876666666666665,7.533333333333333,108.73333333333333,5049.866666666667,310242.0333333333,6.242666666666667,5.759333333333333,10.22,61335.666666666664,10.247333333333334,9.218,11.467,30.932333333333332,2025-04
Chhattisgarh,30.95483870967742,1103.2,0.9464516129032258,-70.43225806451613,0,7.548387096774194,337700.0,49.8,7.616129032258065,117.67096774193548,5096.8387096774195,310797.1935483871,6.199677419354838,5.456774193548387,10.69032258064516,61479.77419354839,9.750967741935485,9.331290322580644,11.367096774193548,30.449354838709677,2025-05
Chhattisgarh,32.13,12665.5,1.0066666666666666,250.74333333333334,0,0.0,113651.0,48.480000000000004,4.163333333333333,107.28999999999999,5171.833333333333,308327.5,6.1946666666666665,5.901,10.536666666666667,59658.3,15.043000000000001,4.2459999999999996,11.630666666666666,30.919666666666668,2025-06
Chhattisgarh,31.351612903225806,13485.9,1.342258064516129,261.4258064516129,0,0.0,121556.0,50.8258064516129,3.870967741935484,108.66774193548386,5066.064516129032,309932.77419354836,6.1248387096774195,5.751612903225807,10.819354838709677,59536.22580645161,15.857096774193549,4.01,11.557096774193548,31.424193548387095,2025-07
Chhattisgarh,29.816129032258065,12976.5,1.1161290322580646,247.75806451612902,0,0.0,119124.0,49.983870967741936,3.7806451612903227,110.66774193548386,5050.903225806452,309224.1612903226,6.096451612903226,5.651612903225806,10.912903225806453,59237.354838709674,14.985483870967743,4.014193548387096,11.496451612903225,30.496129032258064,2025-08
Chhattisgarh,27.720000000000002,12896.6,0.7196666666666667,257.15666666666664,0,0.0,119610.0,50.63,3.966666666666667,108.07333333333332,4927.9,309039.1,6.184333333333333,5.904,10.593333333333334,57190.2,15.124333333333334,4.056,11.641,30.821333333333335,2025-09
Chhattisgarh,24.919354838709676,4535.1,0.8996774193548387,21.541935483870965,0,0.0,425116.0,49.60645161290322,4.196774193548387,111.12258064516129,4925.774193548387,308902.67741935485,6.188387096774194,5.9074193548387095,10.596774193548388,62427.48387096774,3.66258064516129,4.199677419354838,11.64516129032258,19.50741935483871,2025-10
Chhattisgarh,23.133333333333333,4516.0,0.926,25.06,0,0.0,403881.0,49.583333333333336,4.446666666666667,111.33333333333333,4996.433333333333,309699.93333333335,6.221,5.880333333333334,10.726666666666667,58941.7,3.7523333333333335,4.298666666666667,11.688666666666668,19.73966666666667,2025-11
Chhattisgarh,21.929032258064513,1092.2,1.030967741935484,-70.72258064516129,0,7.483870967741935,421076.0,48.61612903225806,7.858064516129032,104.56774193548387,5037.4838709677415,310426.67741935485,6.175806451612903,5.667419354838709,10.329032258064515,59965.1935483871,9.804516129032258,9.452258064516128,11.38774193548387,30.644516129032258,2025-12
Dadra and Nagar Haveli and Daman and Diu,16.293548387096774,1625.9,1.0358064516129033,-68.9258064516129,0,7.0,66133.0,50.4741935483871,7.441935483870967,112.3258064516129,4996.8387096774195,245388.61290322582,6.873225806451613,5.711935483870968,10.116129032258065,59332.3870967742,9.476774193548387,8.95516129032258,11.84258064516129,30.274516129032257,2025-01
Dadra and Nagar Haveli and Daman and Diu,18.307142857142857,1394.1,1.2539285714285715,-70.51071428571429,0,6.928571428571429,60058.0,50.214285714285715,7.414285714285714,108.14999999999999,4961.642857142857,244853.7142857143,6.9925,5.631071428571429,10.778571428571428,58876.107142857145,9.701785714285714,8.923928571428572,12.069999999999999,30.69571428571429,2025-02
Dadra and Nagar Haveli and Daman and Diu,19.961290322580645,1598.9,0.7629032258064515,-69.43870967741935,0,7.451612903225806,182025.0,50.5258064516129,7.764516129032257,109.75161290322582,4911.064516129032,244824.29032258064,6.945483870967742,5.67225806451613,10.390322580645162,59426.87096774193,9.5,9.30741935483871,11.949354838709677,30.756774193548388,2025-03
