state,month,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,climate_stress,agri_stress,econ_stress,total_risk
Karnataka,2025-02,24.964285714285715,2176.2,0.9482142857142858,-68.825,0,7.892857142857143,6394.357142857143,49.36071428571428,8.025,108.53571428571429,4948.035714285715,512774.60714285716,4.74,5.523571428571429,10.00357142857143,60486.142857142855,64.59154421683444,74.3929552860557,55.14053172727957,65.65928496867316
Kerala,2025-02,26.482142857142858,1946.9,1.8682142857142858,-69.01428571428572,0,7.035714285714286,4150.357142857143,48.94285714285714,7.6571428571428575,114.10714285714286,5056.678571428572,308911.0,6.0075,5.6432142857142855,10.421428571428573,59399.17857142857,70.04830549044684,74.72518149761133,60.552157044811324,69.31117498154553
Ladakh,2025-02,21.885714285714283,2058.5,1.2953571428571429,-69.91071428571429,0,7.464285714285714,1879.6785714285713,49.503571428571426,7.928571428571429,113.99642857142858,5019.178571428572,147020.0,6.235357142857143,5.710714285714286,10.446428571428571,59111.78571428572,66.57896747284971,77.51470238908978,61.66561422370586,69.17813638124777
Lakshadweep,2025-02,24.025000000000002,1977.7,1.2853571428571429,-69.28571428571429,0,6.892857142857143,1881.0714285714287,50.59285714285714,7.678571428571429,112.075,4874.785714285715,116871.35714285714,7.9539285714285715,5.6674999999999995,11.025,60660.75,65.19058508190817,76.11932019496595,67.20561161054628,69.51939900363791
Madhya Pradesh,2025-02,25.432142857142857,997.5,1.3817857142857142,-69.92142857142856,0,7.357142857142857,6768.964285714285,49.07142857142857,7.8,112.05,5080.607142857143,310066.4285714286,5.88,5.983214285714285,10.285714285714286,59086.75,67.03390089686006,73.22224808807465,61.47038834433449,67.80894427565377
Maharashtra,2025-02,24.599999999999998,996.3,1.0507142857142857,-69.12142857142858,0,7.178571428571429,7642.5,50.40714285714286,7.457142857142857,109.21428571428571,5013.857142857143,515107.89285714284,4.4025,5.882142857142857,10.332142857142857,60502.46428571428,63.92422759176637,70.66556245839548,56.151522866452616,64.34051861375812
Manipur,2025-02,24.082142857142856,975.6999999999999,0.7175,-70.91071428571429,0,7.321428571428571,3447.0714285714284,49.5,7.732142857142857,111.11428571428571,4806.285714285715,308943.9285714286,5.897142857142858,5.793928571428571,10.310714285714285,62747.357142857145,61.86994623850521,75.43540197965437,59.613929317600984,66.05385151768135
Meghalaya,2025-02,22.12857142857143,2448.3,0.8164285714285714,-69.08214285714286,0,7.607142857142857,3937.5714285714284,50.142857142857146,7.5928571428571425,114.34285714285714,5089.178571428572,310531.85714285716,6.197857142857143,5.711785714285715,10.707142857142857,60729.0,62.98338671654203,74.25924377967809,61.47352026757096,66.55247007639689
Mizoram,2025-02,20.54642857142857,2678.3,0.6089285714285715,-71.46428571428571,0,7.75,4029.785714285714,49.86785714285714,7.764285714285714,110.88928571428572,5049.142857142857,310189.3214285714,5.976428571428571,5.770714285714286,10.278571428571428,61900.82142857143,62.00900092669357,75.00069051068832,59.97265113454456,66.04700483305447
Nagaland,2025-02,25.010714285714283,1193.2,1.1442857142857144,-68.47142857142858,0,7.571428571428571,4101.892857142857,49.971428571428575,7.567857142857143,112.425,5183.821428571428,310069.78571428574,6.044642857142857,5.717142857142858,10.242857142857144,59441.67857142857,65.40018860288,74.07375403819741,60.671343467631885,67.25372522142905
Odisha,2025-02,23.832142857142856,824.3,0.4082142857142857,-68.86785714285715,0,7.464285714285714,3937.3928571428573,50.15714285714286,7.839285714285714,104.92142857142858,4896.25,206352.07142857142,8.48607142857143,5.803214285714286,10.085714285714285,60087.892857142855,59.42946501480597,75.30734273402015,68.04758065807977,67.14125112734939
Puducherry,2025-02,18.607142857142858,891.6,0.4967857142857143,-69.67857142857143,0,7.285714285714286,1258.142857142857,49.4,7.771428571428571,100.72500000000001,4949.75,163947.85714285713,8.134642857142856,5.816071428571428,11.103571428571428,60696.5,59.86931423774365,77.36713440293528,68.50242329137232,68.15182855896789
Punjab,2025-02,30.196428571428573,305.4,0.1992857142857143,-69.17857142857143,0,7.071428571428571,9637.964285714286,49.232142857142854,7.546428571428572,113.75714285714285,4932.357142857143,309366.14285714284,5.925357142857143,5.5164285714285715,10.817857142857141,59126.107142857145,56.99328632151862,69.81858132513975,60.502105832775754,62.3593444506003
Rajasthan,2025-02,28.946428571428573,292.2,1.2449999999999999,-71.27142857142857,0,7.428571428571429,4741.678571428572,50.739285714285714,7.678571428571429,104.13214285714285,5151.678571428572,309895.96428571426,5.9875,5.6032142857142855,10.725,60584.607142857145,66.31013692754064,73.8093306536794,60.44673910081824,67.46900527500861
Sikkim,2025-02,12.021428571428572,935.4,1.1721428571428572,-71.76071428571429,0,7.571428571428571,4151.428571428572,51.146428571428565,7.821428571428571,110.57857142857142,4865.607142857143,309272.14285714284,6.024285714285715,5.776071428571428,10.685714285714285,56805.392857142855,66.11317073665569,74.76475679950076,62.41300146198513,68.21618353998382
Tamil Nadu,2025-02,24.989285714285717,1950.1,1.4307142857142858,-68.65,0,7.285714285714286,3373.714285714286,50.300000000000004,7.821428571428571,110.62857142857142,4987.714285714285,516533.3214285714,4.2542857142857144,5.734285714285714,9.978571428571428,61409.46428571428,67.07689978493083,75.63476017622325,54.20975504158817,66.8553647360475
Telangana,2025-02,24.585714285714285,888.9,0.2592857142857143,-69.45714285714286,0,7.5,4052.1071428571427,50.525,7.489285714285714,110.85714285714286,5134.821428571428,309809.21428571426,6.143928571428572,5.859285714285714,10.539285714285715,59045.71428571428,58.419887658049305,73.61162306759708,62.18471579605835,64.67820208589329
Tripura,2025-02,21.810714285714287,2608.5,0.7196428571428571,-68.9,0,7.214285714285714,3502.5,50.125,7.542857142857143,117.61428571428573,4947.642857142857,310926.1785714286,6.0878571428571435,5.7124999999999995,10.678571428571429,57486.5,61.357267052630114,74.39574885018865,62.11364557245997,66.10983031173306
Uttar Pradesh,2025-02,25.435714285714287,1142.3,1.3460714285714286,-69.45714285714286,0,6.75,9277.464285714286,49.46785714285714,7.485714285714286,114.07142857142857,4988.714285714285,206247.5357142857,8.459285714285715,5.8028571428571425,10.592857142857143,62809.07142857143,65.39094001301544,69.77419269641103,67.93862211106851,67.56199897671716
Uttarakhand,2025-02,11.096428571428572,1111.7,0.625,-70.70357142857144,0,7.071428571428571,3867.464285714286,49.739285714285714,7.507142857142857,108.175,5027.071428571428,309622.64285714284,6.257142857142857,5.7317857142857145,11.014285714285714,57240.142857142855,60.577810908010264,74.06985370301064,63.34093574686827,65.9908070959749
West Bengal,2025-02,24.364285714285717,971.6,0.8285714285714285,-69.26428571428572,0,7.428571428571429,3805.75,48.917857142857144,7.7178571428571425,108.08928571428571,4974.75,309654.8214285714,6.026785714285714,5.8500000000000005,10.789285714285715,57888.21428571428,62.72648733802185,75.26491411032255,62.56104648548619,67.07357649519318
Andaman and Nicobar Islands,2025-03,29.048387096774192,2033.7,1.177741935483871,-70.71290322580644,0,7.483870967741935,6362.290322580645,50.03548387096774,7.706451612903226,108.6548387096774,5000.451612903225,166870.83870967742,7.105806451612903,5.694838709677419,10.451612903225806,60486.1935483871,65.81384211381173,72.85573365244241,63.83947759235341,67.7849130219679
Andhra Pradesh,2025-03,26.74516129032258,942.1,0.6200000000000001,-70.50645161290322,0,7.129032258064516,10191.09677419355,48.84838709677419,7.670967741935484,108.0741935483871,4889.612903225807,309031.87096774194,6.062903225806451,5.771935483870968,10.864516129032259,59355.12903225807,60.6313905111472,70.02731698133029,62.004206277822284,64.26316871738005
Arunachal Pradesh,2025-03,25.86774193548387,969.2,1.4361290322580647,-70.33225806451614,0,7.612903225806452,11707.548387096775,51.4483870967742,7.648387096774194,108.91290322580646,4877.548387096775,309242.51612903224,6.080645161290323,5.9070967741935485,10.95483870967742,57991.354838709674,68.06806795481896,67.94962465833869,63.205382855832426,66.81094152630423
Assam,2025-03,23.59032258064516,2372.3,1.1303225806451613,-70.58064516129032,0,7.612903225806452,10489.806451612903,48.722580645161294,7.803225806451613,109.33548387096775,4842.032258064516,309496.7419354839,5.860645161290323,5.867741935483871,10.864516129032259,60634.32258064516,65.69474795525642,70.39317109852232,61.38600413997398,66.26201010157888
Bihar,2025-03,26.24516129032258,1198.1000000000001,0.7380645161290322,-68.79677419354839,0,7.387096774193548,12197.90322580645,48.961290322580645,7.787096774193548,106.5516129032258,4994.419354838709,206869.16129032258,8.56258064516129,5.648387096774194,10.729032258064517,59261.77419354839,61.85467855142903,68.89960028887333,68.94381151678957,66.09268440087467
Chandigarh,2025-03,19.58709677419355,1765.6,1.1696774193548387,-69.69677419354838,0,7.645161290322581,4069.967741935484,49.803225806451614,7.741935483870968,104.74193548387096,5053.354838709677,138618.35483870967,8.413548387096775,5.854838709677419,10.958064516129031,60370.290322580644,65.94102356145424,74.89281441449401,69.38387269093535,69.93486264238844
Chhattisgarh,2025-03,26.812903225806455,1109.5,0.8316129032258065,-70.2741935483871,0,7.774193548387097,10838.548387096775,49.60645161290322,8.025806451612903,109.78387096774195,4923.4838709677415,309175.48387096776,6.146129032258065,5.715483870967742,10.33548387096774,60445.32258064516,63.6373147333814,70.80216332524043,60.810924105440904,65.43841408354695
Dadra and Nagar Haveli and Daman and Diu,2025-03,19.961290322580645,1598.9,0.7629032258064515,-69.43870967741935,0,7.451612903225806,5871.774193548387,50.5258064516129,7.764516129032257,109.75161290322582,4911.064516129032,244824.29032258064,6.945483870967742,5.67225806451613,10.390322580645162,59426.87096774193,62.28403313126255,73.34513843352534,63.486513467372724,66.45604007108207
Delhi,2025-03,21.067741935483873,1850.0,0.863225806451613,-70.63548387096773,0,7.709677419354839,3952.483870967742,48.92580645161291,7.95483870967742,107.95483870967742,4997.032258064516,160135.61290322582,5.983225806451612,5.927741935483871,10.32258064516129,57246.77419354839,63.80343470090145,76.15819725246884,62.19230374923946,67.72481885603453
Goa,2025-03,27.138709677419353,2544.9,0.8570967741935483,-69.13870967741936,0,7.67741935483871,11664.064516129032,50.95161290322581,8.07741935483871,108.43225806451613,5083.903225806452,309687.48387096776,6.128064516129032,5.838387096774194,10.283870967741937,59446.3870967742,63.46197111861147,69.96505905921296,61.50336087176468,65.2483993361103
Gujarat,2025-03,32.174193548387095,371.2,1.0535483870967741,-69.68709677419355,0,7.903225806451613,13971.548387096775,49.57096774193548,7.951612903225806,109.34516129032258,4986.387096774193,517174.8387096774,4.494193548387097,5.937096774193549,10.248387096774193,58555.48387096774,65.57323599570114,68.01416415322927,57.13942906838751,64.31910911900758
